Position,"Track Name",Artist,Streams,URL
1,Sorry,"Justin Bieber",1188371,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
2,"Love Yourself","Justin Bieber",1039741,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
3,Hello,Adele,862898,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3
4,"What Do You Mean?","Justin Bieber",765715,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
5,"Hotline Bling",Drake,683002,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx
6,Jumpman,Drake,649369,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
7,"Me, Myself & I",G-Eazy,568861,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
8,"The Hills","The Weeknd",544944,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
9,"White Iverson","Post Malone",529504,https://open.spotify.com/track/2N0NifjyXAdMOB4KBGvBJ6
10,Stitches,"Shawn Mendes",513265,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
11,Here,"Alessia Cara",498995,https://open.spotify.com/track/1wYZZtamWTQAoj8B812uKQ
12,Roses,"The Chainsmokers",487550,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
13,"Same Old Love","Selena Gomez",478220,https://open.spotify.com/track/6ZANrVuAMp2rpjhfbOuJly
14,Don't,"Bryson Tiller",452882,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
15,"Stressed Out","Twenty One Pilots",437518,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
16,"679 (feat. Remy Boyz)","Fetty Wap",427488,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
17,"On My Mind","Ellie Goulding",403875,https://open.spotify.com/track/5a7NdkF09AfD0H607eiOkX
18,"Can't Feel My Face","The Weeknd",397109,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
19,"I'll Show You","Justin Bieber",373709,https://open.spotify.com/track/747eWJy8c3u09N30NSqSTp
20,Antidote,"Travi$ Scott",372282,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
21,"No Role Modelz","J. Cole",366285,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
22,"Where Are Ü Now (with Justin Bieber)","Jack Ü",365114,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
23,"All I Want for Christmas Is You","Mariah Carey",352545,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
24,"Trap Queen","Fetty Wap",351637,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ
25,Perfect,"One Direction",348318,https://open.spotify.com/track/3NLnwwAQbbFKcEcV8hDItk
26,"Like I'm Gonna Lose You","Meghan Trainor",340759,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
27,"In The Night","The Weeknd",329317,https://open.spotify.com/track/7fPHfBCyKE3aVCBjE4DAvl
28,"The Feeling","Justin Bieber",318758,https://open.spotify.com/track/7vldwy3gdhmPRKWSCi8H61
29,"Lean On (feat. MØ & DJ Snake)","Major Lazer",316243,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
30,"I Know What You Did Last Summer","Shawn Mendes",316133,https://open.spotify.com/track/7crplFzt7spG80NCbpmuCp
31,Focus,"Ariana Grande",312782,https://open.spotify.com/track/3IyeQMpMEqNcEvFQGJ2eps
32,"Hands To Myself","Selena Gomez",306667,https://open.spotify.com/track/1LoriJC05IrHIDwj3q0KC1
33,Again,"Fetty Wap",303701,https://open.spotify.com/track/3ESSGgWzRf1xvP7G5hHMhB
34,"Big Rings",Drake,297862,https://open.spotify.com/track/7jslhIiELQkgW9IHeYNOWE
35,Exchange,"Bryson Tiller",297379,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
36,"Back To Back",Drake,291551,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK
37,"My House","Flo Rida",290683,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
38,"Adventure Of A Lifetime",Coldplay,286892,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
39,"Lay It All On Me (feat. Ed Sheeran)",Rudimental,283171,https://open.spotify.com/track/6splO3UF8hSmK33y5fJTNk
40,"Love Myself","Hailee Steinfeld",279982,https://open.spotify.com/track/52izjvF7wwveRG1rDJsGWe
41,"Cake By The Ocean",DNCE,262646,https://open.spotify.com/track/0Kahm7qIT3oUsRSc4NWWmh
42,Company,"Justin Bieber",262643,https://open.spotify.com/track/09mhA1SJjMHniZPF4Hcihn
43,"Ex's & Oh's","Elle King",261661,https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH
44,"Where Ya At",Future,261196,https://open.spotify.com/track/5nN8BwAQDJDguq7Dpd3JQQ
45,"Good For You","Selena Gomez",259854,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg
46,"New Americana",Halsey,259610,https://open.spotify.com/track/6Xs7OKt6i0Ddq8B4M5Dgvr
47,"Drag Me Down","One Direction",258797,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G
48,"No Pressure","Justin Bieber",254326,https://open.spotify.com/track/10SDxx0CFWGqgVVBeX22TP
49,"Mark My Words","Justin Bieber",238876,https://open.spotify.com/track/5JcxAgRw2S3hb67AA8Vk13
50,Purpose,"Justin Bieber",237837,https://open.spotify.com/track/3jHCXrZNz8fQEEf4BpWCAj
51,"It's Beginning To Look A Lot Like Christmas","Michael Bublé",237191,https://open.spotify.com/track/5a1iz510sv2W9Dt1MvFd5R
52,Stay,Kygo,226416,https://open.spotify.com/track/7gBj0VgcuAgkXkiRRYvSmK
53,Often,"The Weeknd",214413,https://open.spotify.com/track/5SqSckut3FcoQKmGkMWgp1
54,"Earned It (Fifty Shades Of Grey)","The Weeknd",208961,https://open.spotify.com/track/5UPwc30oJ4KhQYctNfv34x
55,"Right Hand",Drake,205146,https://open.spotify.com/track/3lSR267IJfT54p0Gfuw7mi
56,"The Fix",Nelly,204528,https://open.spotify.com/track/33QRsLBBdWDYgCZfWEZqR6
57,"Say It","Tory Lanez",203650,https://open.spotify.com/track/610BVUQMZpmt3eROWX9ZC1
58,"My Way (feat. Monty)","Fetty Wap",201813,https://open.spotify.com/track/1WoOzgvz6CgH4pX6a1RKGp
59,"No Sense","Justin Bieber",198112,https://open.spotify.com/track/5L9WFUodzACitS1TiGm7Mi
60,Planez,Jeremih,197969,https://open.spotify.com/track/08zJpaUQVi9FrKv2e32Bah
61,"Hide Away",Daya,195310,https://open.spotify.com/track/2hsza71y54ABzmabyNDtM4
62,"Die A Happy Man","Thomas Rhett",191438,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n
63,"All My Friends",Snakehips,190488,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K
64,"One Call Away","Charlie Puth",189434,https://open.spotify.com/track/2uEJanMvnA1dXgX1ASnPQm
65,"Break Up In A Small Town","Sam Hunt",188057,https://open.spotify.com/track/7aftSOGSOpSoIlVAQVBb71
66,"Thinking Out Loud","Ed Sheeran",186019,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
67,"Locked Away","R. City",185713,https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy
68,Energy,Drake,185702,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW
69,"How Deep Is Your Love","Calvin Harris",185123,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
70,Photograph,"Ed Sheeran",184067,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
71,"Wet Dreamz","J. Cole",183754,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
72,"Lush Life","Zara Larsson",178283,https://open.spotify.com/track/0r4SsYcwvd8URat6AS2m6f
73,Random,G-Eazy,177382,https://open.spotify.com/track/422lAAWQO9TqL1LxIPdhOn
74,"See You Again (feat. Charlie Puth)","Wiz Khalifa",174755,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
75,"Know Yourself",Drake,174017,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
76,Drifting,G-Eazy,173296,https://open.spotify.com/track/5sv4LTz8qayQYnXlzaxg2x
77,"Come Get Her","Rae Sremmurd",172338,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
78,YOUTH,"Troye Sivan",170898,https://open.spotify.com/track/68fXn0TVggt7Gr0sPbBuI5
79,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",170860,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
80,Renegades,"X Ambassadors",170230,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf
81,"Back Up","Dej Loaf",170014,https://open.spotify.com/track/0sr5LOMv4x0jmTYfe6oOvP
82,"F*ck Up Some Commas",Future,169708,https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1
83,"Diamonds Dancing",Drake,169545,https://open.spotify.com/track/2AGottAzfC8bHzF7kEJ3Wa
84,"I Mean It",G-Eazy,169480,https://open.spotify.com/track/6jmTHeoWvBaSrwWttr8Xvu
85,"Hymn For The Weekend",Coldplay,162598,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
86,"Electric Love",BØRNS,162167,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
87,"This Could Be Us","Rae Sremmurd",160787,https://open.spotify.com/track/4jTiyLlOJVJj3mCr7yfPQD
88,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,159697,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
89,"Santa Tell Me","Ariana Grande",159136,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
90,"All Eyes On You (feat. Chris Brown & Nicki Minaj)","Meek Mill",157417,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
91,"Sugar (feat. Francesco Yates)","Robin Schulz",156960,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
92,Hollow,"Tori Kelly",155029,https://open.spotify.com/track/160hN2OsDXnmgExwtG7cvD
93,"Blasé (feat. Future & Rae Sremmurd)","Ty Dolla $ign",154662,https://open.spotify.com/track/5suEtW2DUAfvroohjzgatb
