Position,"Track Name",Artist,Streams,URL
1,"Trap Queen","Fetty Wap",712519,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
2,"Lean On (feat. MØ & DJ Snake)","Major Lazer",587745,https://open.spotify.com/track/1qE47wUKG2juJwPoLqg4C9
3,"See You Again (feat. Charlie Puth)","Wiz Khalifa",583376,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
4,"The Hills","The Weeknd",481962,https://open.spotify.com/track/2HNcNd5RPZ7DSRNbIl6JsP
5,"Where Are Ü Now (with Justin Bieber)","Jack Ü",477997,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
6,"Want To Want Me","Jason Derulo",442764,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
7,"You Know You Like It","DJ Snake",435494,https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa
8,"Can't Feel My Face","The Weeknd",431672,https://open.spotify.com/track/6FXNfYIY6iEeCKuIeSYWgg
9,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,422855,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn
10,"Nasty Freestyle",T-Wayne,408964,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
11,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",395359,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
12,"Shut Up and Dance","WALK THE MOON",392061,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
13,"Talking Body","Tove Lo",352642,https://open.spotify.com/track/7cgu4JBW3hq1GwTM1ilkKQ
14,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",349284,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
15,"Watch Me (Whip / Nae Nae)",Silentó,337654,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr
16,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",333842,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
17,"Worth It","Fifth Harmony",330505,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
