Position,"Track Name",Artist,Streams,URL
1,Sorry,"Justin Bieber",957034,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
2,"Love Yourself","Justin Bieber",834036,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
3,"Hotline Bling",Drake,721136,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx
4,"What Do You Mean?","Justin Bieber",655658,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
5,Jumpman,Drake,652964,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
6,Hello,Adele,570554,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3
7,Roses,"The Chainsmokers",548698,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
8,"Me, Myself & I",G-Eazy,489973,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
9,"White Iverson","Post Malone",484748,https://open.spotify.com/track/2N0NifjyXAdMOB4KBGvBJ6
10,"679 (feat. Remy Boyz)","Fetty Wap",478001,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
11,"Can't Feel My Face","The Weeknd",464262,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
12,Antidote,"Travi$ Scott",461106,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
13,"The Hills","The Weeknd",454934,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
14,Don't,"Bryson Tiller",426452,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
15,"Stressed Out","Twenty One Pilots",420365,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
16,"Trap Queen","Fetty Wap",418711,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ
17,Stitches,"Shawn Mendes",415453,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
18,Here,"Alessia Cara",393240,https://open.spotify.com/track/1wYZZtamWTQAoj8B812uKQ
19,"Lean On (feat. MØ & DJ Snake)","Major Lazer",373680,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
20,"Same Old Love","Selena Gomez",368958,https://open.spotify.com/track/6ZANrVuAMp2rpjhfbOuJly
