Position,"Track Name",Artist,Streams,URL
1,"Can't Feel My Face","The Weeknd",623945,https://open.spotify.com/track/6FXNfYIY6iEeCKuIeSYWgg
2,"Trap Queen","Fetty Wap",521632,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
3,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,491042,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn
4,"The Hills","The Weeknd",462863,https://open.spotify.com/track/2HNcNd5RPZ7DSRNbIl6JsP
5,"Lean On (feat. MØ & DJ Snake)","Major Lazer",461384,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
6,"See You Again (feat. Charlie Puth)","Wiz Khalifa",411655,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
7,"Where Are Ü Now (with Justin Bieber)","Jack Ü",393639,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
8,"Watch Me (Whip / Nae Nae)",Silentó,356031,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr
9,"Want To Want Me","Jason Derulo",346744,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
10,"Shut Up and Dance","WALK THE MOON",342122,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
11,"You Know You Like It","DJ Snake",327984,https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa
12,"Good For You","Selena Gomez",311221,https://open.spotify.com/track/0kGXCXZkTMxJU7GXkJdzH0
13,"R.I.C.O. (feat. Drake)","Meek Mill",305983,https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG
14,"Worth It","Fifth Harmony",287585,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
15,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",282848,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
16,"Bitch Better Have My Money",Rihanna,275261,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
17,"Uptown Funk - Trinidad James Remix","Mark Ronson",275037,https://open.spotify.com/track/6YhtdyvzbVL3mxrCdMtSxA
18,"Talking Body","Tove Lo",261106,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
19,"All Eyes On You (feat. Chris Brown & Nicki Minaj)","Meek Mill",255314,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
20,"Nasty Freestyle",T-Wayne,253406,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
21,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",250243,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
22,"Honey, I'm Good.","Andy Grammer",249870,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
23,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",248562,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
24,"Slow Motion","Trey Songz",244522,https://open.spotify.com/track/4NYwy0R3NdvORX2B6OZXBT
25,"Post To Be (feat. Chris Brown & Jhene Aiko)",Omarion,239618,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
26,Sugar,"Maroon 5",239586,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
27,Photograph,"Ed Sheeran",232306,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
28,"GDFR (feat. Sage The Gemini & Lookas)","Flo Rida",231471,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
29,"Thinking Out Loud","Ed Sheeran",230767,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
30,"679 (feat. Remy Boyz)","Fetty Wap",216494,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
31,"The Night Is Still Young","Nicki Minaj",214590,https://open.spotify.com/track/4bBrKDo8rchikwZOtmXbIH
32,Fun,Pitbull,214558,https://open.spotify.com/track/6Zo3wgDE076K2AuiGZF3CS
33,"Fight Song","Rachel Platten",210885,https://open.spotify.com/track/6bRbeEgg8v8BQ0HuVuPE7v
34,"Time of Our Lives",Pitbull,205818,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
35,FourFiveSeconds,Rihanna,204010,https://open.spotify.com/track/5XzmZjXhMjDHr7ZfJ6DELQ
36,"Know Yourself",Drake,201819,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
37,"I Really Like You","Carly Rae Jepsen",201256,https://open.spotify.com/track/6YhDHby2eVeENKJNa7C2z6
38,Somebody,"Natalie La Rose",200858,https://open.spotify.com/track/0pn6qyOJYNwP9nhGg3L7dV
39,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",197820,https://open.spotify.com/track/7y2YUIyCuVhBidENVT0068
40,"Elastic Heart",Sia,189841,https://open.spotify.com/track/6kwAbEjseqBob48jCus7Sz
41,Riptide,"Vance Joy",168695,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
42,"This Summer","Maroon 5",167518,https://open.spotify.com/track/5uVji14OWpj9HMKLXdhjAv
43,"Take Me To Church",Hozier,167395,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
44,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","Flo Rida",161860,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ
45,"Stole the Show",Kygo,156855,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa
46,"Waiting For Love",Avicii,155876,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ
