Position,"Track Name",Artist,Streams,URL
1,"Drag Me Down","One Direction",1172195,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i
2,"Can't Feel My Face","The Weeknd",962567,https://open.spotify.com/track/3X38ErFiKgzUxinBlhwuWm
3,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,697818,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn
4,"679 (feat. Remy Boyz)","Fetty Wap",683801,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
5,"Lean On (feat. MØ & DJ Snake)","Major Lazer",644602,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
6,"The Hills","The Weeknd",632597,https://open.spotify.com/track/2HNcNd5RPZ7DSRNbIl6JsP
7,"Good For You","Selena Gomez",583377,https://open.spotify.com/track/2LcB304HDrCx8WVDEQn7CK
8,"Trap Queen","Fetty Wap",546917,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
9,"Where Are Ü Now (with Justin Bieber)","Jack Ü",533255,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
10,"Watch Me (Whip / Nae Nae)",Silentó,475998,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr
11,"All Eyes On You (feat. Chris Brown & Nicki Minaj)","Meek Mill",448477,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
12,"My Way (feat. Monty)","Fetty Wap",443675,https://open.spotify.com/track/7zpZQzTwWBN0eOsmb4WPH3
13,"Cool for the Summer","Demi Lovato",429835,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT
14,"See You Again (feat. Charlie Puth)","Wiz Khalifa",408829,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
15,"You Know You Like It - DJ Snake Remix",AlunaGeorge,404440,https://open.spotify.com/track/4HfykP9fjZZJC3WBwFArb4
16,"Want To Want Me","Jason Derulo",400367,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
17,"Classic Man",Jidenna,345530,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9
18,"Fight Song","Rachel Platten",338861,https://open.spotify.com/track/6bRbeEgg8v8BQ0HuVuPE7v
19,"R.I.C.O. (feat. Drake)","Meek Mill",332043,https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG
20,"Bitch Better Have My Money",Rihanna,331614,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
21,"Talking Body","Tove Lo",331423,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
22,"This Could Be Us","Rae Sremmurd",325280,https://open.spotify.com/track/4jTiyLlOJVJj3mCr7yfPQD
23,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",324422,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
24,Photograph,"Ed Sheeran",322159,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
25,"Worth It","Fifth Harmony",320159,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
26,"Shut Up and Dance","WALK THE MOON",311701,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
27,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","Flo Rida",303031,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ
28,"How Deep Is Your Love","Calvin Harris",301476,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
29,"Post To Be (feat. Chris Brown & Jhene Aiko)",Omarion,297566,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
30,"Slow Motion","Trey Songz",294429,https://open.spotify.com/track/4NYwy0R3NdvORX2B6OZXBT
31,"Honey, I'm Good.","Andy Grammer",291680,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
32,"Marvin Gaye (feat. Meghan Trainor)","Charlie Puth",280095,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3
33,Energy,Drake,270689,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW
34,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",270408,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
35,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",269270,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
36,"The Night Is Still Young","Nicki Minaj",268318,https://open.spotify.com/track/4bBrKDo8rchikwZOtmXbIH
37,Fun,Pitbull,254998,https://open.spotify.com/track/6Zo3wgDE076K2AuiGZF3CS
38,Sugar,"Maroon 5",251448,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
39,"Know Yourself",Drake,250934,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
40,"Omen - Radio Edit",Disclosure,250838,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK
41,"Thinking Out Loud","Ed Sheeran",242497,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
42,Stitches,"Shawn Mendes",241288,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
43,"Uptown Funk","Mark Ronson",239054,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
44,"Nasty Freestyle",T-Wayne,231307,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
45,Planes,Jeremih,225570,https://open.spotify.com/track/75rDNLl8v6qVYHXGzfHv4c
46,"Elastic Heart",Sia,224987,https://open.spotify.com/track/6kwAbEjseqBob48jCus7Sz
47,"She's Kinda Hot","5 Seconds of Summer",216066,https://open.spotify.com/track/56nMXANwYgYPBqGX9uEH2M
48,Legend,Drake,205980,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC
49,"This Summer","Maroon 5",199279,https://open.spotify.com/track/5NUlOzzMdoIABFTnhizCQa
50,"GDFR (feat. Sage The Gemini & Lookas)","Flo Rida",199067,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
51,"Do It Again","Pia Mia",197086,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi
52,"F*ck Up Some Commas",Future,195799,https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1
53,"Where Ya At",Future,185486,https://open.spotify.com/track/5nN8BwAQDJDguq7Dpd3JQQ
54,"Stole the Show",Kygo,184713,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa
55,"Time of Our Lives",Pitbull,177875,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
56,"Waiting For Love",Avicii,170144,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ
57,Somebody,"Natalie La Rose",169980,https://open.spotify.com/track/0pn6qyOJYNwP9nhGg3L7dV
58,"Take Me To Church",Hozier,168494,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
59,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",163887,https://open.spotify.com/track/7y2YUIyCuVhBidENVT0068
60,"House Party","Sam Hunt",163153,https://open.spotify.com/track/1TwLKNsCnhi1HxbIi4bAW0
61,"Runaway (U & I)",Galantis,161732,https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
62,"10 Bands",Drake,161323,https://open.spotify.com/track/12d5QFwzh60IIHlsSnAvps
63,"I Don't Fuck With You","Big Sean",160045,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA
64,FourFiveSeconds,Rihanna,159852,https://open.spotify.com/track/5XzmZjXhMjDHr7ZfJ6DELQ
65,"Uma Thurman","Fall Out Boy",159122,https://open.spotify.com/track/5PUawWFG1oIS2NwEcyHaCr
66,Often,"The Weeknd",156916,https://open.spotify.com/track/4AILWMTyKIlicSfDVNtZQD
67,"No Role Modelz","J. Cole",150294,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
68,"Locked Away","R. City",147273,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN
69,"Be Real","Kid Ink",146137,https://open.spotify.com/track/32tBNiuuQtkUG5eBWpC0oQ
70,"Wet Dreamz","J. Cole",145875,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
71,Bright,Echosmith,142248,https://open.spotify.com/track/3WKg25vrbjJlkhsgl2W4p3
72,"Crash And Burn","Thomas Rhett",141777,https://open.spotify.com/track/7IAWwCJwJyDze679B3bSGP
73,"0 To 100 / The Catch Up",Drake,140037,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7
74,"Black Magic","Little Mix",139637,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0
75,"Kick The Dust Up","Luke Bryan",136783,https://open.spotify.com/track/4LaKcWRqoZKnN626xheqM2
76,"Ain't Nobody (Loves Me Better)","Felix Jaehn",135808,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB
77,"I Really Like You","Carly Rae Jepsen",135470,https://open.spotify.com/track/6YhDHby2eVeENKJNa7C2z6
78,Poison,"Rita Ora",134984,https://open.spotify.com/track/73ucpKq91TuejrLHgzDNHK
79,Blessings,"Big Sean",134381,https://open.spotify.com/track/1bzM1cd6oqFozdr4wK6HdR
