Position,"Track Name",Artist,Streams,URL
1,"Can't Feel My Face","The Weeknd",716530,https://open.spotify.com/track/6FXNfYIY6iEeCKuIeSYWgg
2,"Lean On (feat. MØ & DJ Snake)","Major Lazer",681007,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
3,"Trap Queen","Fetty Wap",676364,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
4,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,581333,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn
5,"Where Are Ü Now (with Justin Bieber)","Jack Ü",528757,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
6,"See You Again (feat. Charlie Puth)","Wiz Khalifa",527960,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
7,"The Hills","The Weeknd",521602,https://open.spotify.com/track/2HNcNd5RPZ7DSRNbIl6JsP
8,"You Know You Like It","DJ Snake",471698,https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa
9,"Want To Want Me","Jason Derulo",459806,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
10,"Shut Up and Dance","WALK THE MOON",453577,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
11,"Talking Body","Tove Lo",423900,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
12,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",423842,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
13,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",421375,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
14,"Watch Me (Whip / Nae Nae)",Silentó,406764,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr
15,"Worth It","Fifth Harmony",376383,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
16,"Post To Be (feat. Chris Brown & Jhene Aiko)",Omarion,374559,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
17,"Slow Motion","Trey Songz",358088,https://open.spotify.com/track/6ydpPcCGhQ4Ox3H0ly0WcX
18,"Nasty Freestyle",T-Wayne,353237,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
19,"Good For You","Selena Gomez",345674,https://open.spotify.com/track/0kGXCXZkTMxJU7GXkJdzH0
20,"Uptown Funk","Mark Ronson",338515,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
21,"Bitch Better Have My Money",Rihanna,335533,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
22,"Honey, I'm Good.","Andy Grammer",319290,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
23,"The Night Is Still Young","Nicki Minaj",317069,https://open.spotify.com/track/4bBrKDo8rchikwZOtmXbIH
24,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",315178,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
25,"Thinking Out Loud","Ed Sheeran",308553,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
26,Sugar,"Maroon 5",304447,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
27,"GDFR (feat. Sage The Gemini & Lookas)","Flo Rida",304401,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
