Position,"Track Name",Artist,Streams,URL
1,Sorry,"Justin Bieber",1128387,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
2,"Love Yourself","Justin Bieber",1011064,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
3,Hello,Adele,825022,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3
4,"What Do You Mean?","Justin Bieber",758345,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
5,"Hotline Bling",Drake,657403,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx
6,Jumpman,Drake,632174,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
7,"Me, Myself & I",G-Eazy,539083,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
8,Here,"Alessia Cara",515462,https://open.spotify.com/track/1wYZZtamWTQAoj8B812uKQ
9,"The Hills","The Weeknd",510113,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
10,"White Iverson","Post Malone",497652,https://open.spotify.com/track/2N0NifjyXAdMOB4KBGvBJ6
11,Stitches,"Shawn Mendes",469986,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
12,Roses,"The Chainsmokers",469381,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
13,"Same Old Love","Selena Gomez",448495,https://open.spotify.com/track/6ZANrVuAMp2rpjhfbOuJly
14,Don't,"Bryson Tiller",431671,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
15,"679 (feat. Remy Boyz)","Fetty Wap",417295,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
16,"Can't Feel My Face","The Weeknd",409362,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
17,"On My Mind","Ellie Goulding",400095,https://open.spotify.com/track/5a7NdkF09AfD0H607eiOkX
18,"Stressed Out","Twenty One Pilots",389167,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
19,"I'll Show You","Justin Bieber",387088,https://open.spotify.com/track/747eWJy8c3u09N30NSqSTp
20,"No Role Modelz","J. Cole",366899,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
21,"Where Are Ü Now (with Justin Bieber)","Jack Ü",362353,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
22,Antidote,"Travi$ Scott",355601,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
23,"All I Want for Christmas Is You","Mariah Carey",331982,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
