Position,"Track Name",Artist,Streams,URL
1,"See You Again (feat. Charlie Puth)","Wiz Khalifa",893006,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
2,"Trap Queen","Fetty Wap",713985,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
3,"Nasty Freestyle",T-Wayne,492798,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
4,"Want To Want Me","Jason Derulo",418381,https://open.spotify.com/track/0HFx7PLqzGxSfN59j3UHmR
5,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",418075,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
6,"Shut Up and Dance","WALK THE MOON",406159,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
7,"Where Are Ü Now (with Justin Bieber)","Jack Ü",394323,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
8,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",384615,https://open.spotify.com/track/7y2YUIyCuVhBidENVT0068
9,"GDFR (feat. Sage The Gemini & Lookas)","Flo Rida",383850,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
10,"Thinking Out Loud","Ed Sheeran",379439,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
11,Sugar,"Maroon 5",362146,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
12,"Uptown Funk","Mark Ronson",361425,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
13,"Lean On (feat. MØ & DJ Snake)","Major Lazer",350795,https://open.spotify.com/track/1qE47wUKG2juJwPoLqg4C9
14,"Bitch Better Have My Money",Rihanna,345317,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
15,Somebody,"Natalie La Rose",320103,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3
16,"Talking Body","Tove Lo",313895,https://open.spotify.com/track/7cgu4JBW3hq1GwTM1ilkKQ
17,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",311466,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
18,"Know Yourself",Drake,305663,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
19,"Worth It","Fifth Harmony",290747,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
20,FourFiveSeconds,Rihanna,274332,https://open.spotify.com/track/5XzmZjXhMjDHr7ZfJ6DELQ
21,"Take Me To Church",Hozier,272646,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
22,"Honey, I'm Good.","Andy Grammer",269469,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
23,"Stole the Show",Kygo,266628,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa
24,Believe,"Mumford & Sons",264434,https://open.spotify.com/track/0pHK5JN6gwqrUDE1lwSQZ9
25,"American Oxygen",Rihanna,261978,https://open.spotify.com/track/539HpTjkmnhbPn3p7mjByN
