Position,"Track Name",Artist,Streams,URL
1,"Hotline Bling",Drake,1034340,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx
2,"The Hills","The Weeknd",899985,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
3,Jumpman,Drake,754514,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
4,"What Do You Mean?","Justin Bieber",733934,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb
5,"Can't Feel My Face","The Weeknd",591612,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
6,"679 (feat. Remy Boyz)","Fetty Wap",547505,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
7,Stitches,"Shawn Mendes",544492,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76
8,"Good For You","Selena Gomez",483351,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg
9,"On My Mind","Ellie Goulding",438371,https://open.spotify.com/track/0kN5Ohxu97lwdDmP5n7FZE
10,"Same Old Love","Selena Gomez",438124,https://open.spotify.com/track/1BZG99C7Co1r6QUC3zaS59
11,Again,"Fetty Wap",421228,https://open.spotify.com/track/3ESSGgWzRf1xvP7G5hHMhB
12,"Trap Queen","Fetty Wap",410561,https://open.spotify.com/track/5iNRPN7oYQvdB9AmeSW6d3
13,"Lean On (feat. MØ & DJ Snake)","Major Lazer",409501,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
14,"Locked Away","R. City",385300,https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy
15,"Back To Back",Drake,378419,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK
16,"Big Rings",Drake,365577,https://open.spotify.com/track/7jslhIiELQkgW9IHeYNOWE
17,Here,"Alessia Cara",349982,https://open.spotify.com/track/2jplimH0b7Abf5LQSPx27A
18,"Love Myself","Hailee Steinfeld",336088,https://open.spotify.com/track/0xCmwofyCiXdhoBsMSNj2w
19,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Macklemore & Ryan Lewis",335564,https://open.spotify.com/track/0lLDaAdXcjOQ7Mf2NXzXay
20,"White Iverson","Post Malone",334798,https://open.spotify.com/track/2N0NifjyXAdMOB4KBGvBJ6
21,"Drag Me Down","One Direction",320133,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i
22,"My Way (feat. Monty)","Fetty Wap",306012,https://open.spotify.com/track/1WoOzgvz6CgH4pX6a1RKGp
23,Antidote,"Travi$ Scott",304771,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
24,"Diamonds Dancing",Drake,303273,https://open.spotify.com/track/2AGottAzfC8bHzF7kEJ3Wa
25,"No Role Modelz","J. Cole",299983,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
26,"Where Are Ü Now (with Justin Bieber)","Jack Ü",297553,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
27,"How Deep Is Your Love","Calvin Harris",296376,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
28,"RGF Island","Fetty Wap",290009,https://open.spotify.com/track/1iuljeYz6ZG3GTJOZZkoer
29,Renegades,"X Ambassadors",285244,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf
30,Planes,Jeremih,275730,https://open.spotify.com/track/75rDNLl8v6qVYHXGzfHv4c
31,"Right Hand",Drake,274761,https://open.spotify.com/track/3lSR267IJfT54p0Gfuw7mi
32,Photograph,"Ed Sheeran",271963,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
33,"New Americana",Halsey,270723,https://open.spotify.com/track/6Xs7OKt6i0Ddq8B4M5Dgvr
34,Often,"The Weeknd",269735,https://open.spotify.com/track/5SqSckut3FcoQKmGkMWgp1
35,"Digital Dash",Drake,267551,https://open.spotify.com/track/0GR7iJLhj80KD5LkA14ZRn
36,"Earned It (Fifty Shades Of Grey)","The Weeknd",261212,https://open.spotify.com/track/5UPwc30oJ4KhQYctNfv34x
37,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,257365,https://open.spotify.com/track/6fQcqEcXfnY0L6VwS0c3gT
38,"Marvin Gaye (feat. Meghan Trainor)","Charlie Puth",247580,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3
39,"This Could Be Us","Rae Sremmurd",244245,https://open.spotify.com/track/4jTiyLlOJVJj3mCr7yfPQD
40,"Where Ya At",Future,244071,https://open.spotify.com/track/5nN8BwAQDJDguq7Dpd3JQQ
41,Scholarships,Drake,240064,https://open.spotify.com/track/0B5OTb36fzLayn6XQHg5A1
42,"Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",239415,https://open.spotify.com/track/2LLFl56eIFGFlnrplUC26f
43,"All Eyes On You (feat. Chris Brown & Nicki Minaj)","Meek Mill",235754,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
44,"Come Get Her","Rae Sremmurd",231951,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
45,Energy,Drake,230751,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW
46,"Cool for the Summer","Demi Lovato",223702,https://open.spotify.com/track/3VgNbGJAVtbT1afQiRBTX4
47,"Live From The Gutter",Drake,222401,https://open.spotify.com/track/2uTG00P1DkhB97pdITkl2O
48,"Watch Me (Whip / Nae Nae)",Silentó,220979,https://open.spotify.com/track/1CvhKmrutTAta5awpJcFDn
49,"I'm The Plug",Drake,220626,https://open.spotify.com/track/6bqtKURdSWkInAJHDkuaL0
50,"Classic Man",Jidenna,212460,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9
51,"Know Yourself",Drake,203380,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
52,"Thinking Out Loud","Ed Sheeran",199090,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
53,"Sugar (feat. Francesco Yates)","Robin Schulz",198007,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
54,"Dark Times","The Weeknd",196522,https://open.spotify.com/track/0Gi17qCJh9e9RJxLaYkm9l
55,"See You Again (feat. Charlie Puth)","Wiz Khalifa",195505,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
56,"Ex's & Oh's","Elle King",190156,https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH
57,"Plastic Bag",Drake,184587,https://open.spotify.com/track/76kyKtPLsFbQkdQ86QrkF4
58,"Change Locations",Drake,180921,https://open.spotify.com/track/4gowy3WT6D1yhMLgRBlf9C
59,"$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)","Lil Dicky",179159,https://open.spotify.com/track/6AoYWCzsDls6c61Zp5qTuU
60,Jersey,Future,173860,https://open.spotify.com/track/2ACys0pX0SjmpQmQWzp7wt
61,Levels,"Nick Jonas",171432,https://open.spotify.com/track/7rVrQF43tH4mI0542hijUC
62,"Shut Up and Dance","WALK THE MOON",168707,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
63,Legend,Drake,168303,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC
64,"Tell Your Friends","The Weeknd",164992,https://open.spotify.com/track/28YLWwEB6xnJQYN7e062rH
65,"Hide Away",Daya,162387,https://open.spotify.com/track/2hsza71y54ABzmabyNDtM4
66,"F*ck Up Some Commas",Future,156677,https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1
67,"Crash And Burn","Thomas Rhett",156409,https://open.spotify.com/track/2Fk0WwAqTBesLtKg97nojy
68,"Stressed Out","Twenty One Pilots",156331,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
69,"House Party","Sam Hunt",156293,https://open.spotify.com/track/1TwLKNsCnhi1HxbIi4bAW0
70,"Die A Happy Man","Thomas Rhett",154444,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n
71,Acquainted,"The Weeknd",152455,https://open.spotify.com/track/7t5m6zRwIEBxmPt8lNoPPi
72,Sober,"Selena Gomez",151983,https://open.spotify.com/track/3viZcRlE38APncWJ5VGM4q
73,"Me & The Rhythm","Selena Gomez",151523,https://open.spotify.com/track/7fBUnDgtSvYpYWuX4iAfns
74,Don't,"Bryson Tiller",150732,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
75,"Wet Dreamz","J. Cole",150284,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
76,"Post To Be (feat. Chris Brown & Jhene Aiko)",Omarion,150245,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
77,Magnets,Disclosure,149576,https://open.spotify.com/track/43Ei9NSyEjgFYXoKLISyz4
78,Infinity,"One Direction",148942,https://open.spotify.com/track/7zlF2G7QFPdj9lmmGNVuNq
79,Roses,"The Chainsmokers",147331,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
80,"Like I'm Gonna Lose You","Meghan Trainor",146940,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
81,"R.I.C.O. (feat. Drake)","Meek Mill",145688,https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG
82,Sugar,"Maroon 5",145205,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
83,"30 for 30 Freestyle",Drake,144513,https://open.spotify.com/track/1DmnEYXa4WfbdhAPwNzgD8
84,"Hands To Myself","Selena Gomez",142901,https://open.spotify.com/track/7EZzirq5pGLjPALWr4lFeY
