Position,"Track Name",Artist,Streams,URL
1,"See You Again (feat. Charlie Puth)","Wiz Khalifa",882185,https://open.spotify.com/track/7wqSzGeodspE3V6RBD5W8L
2,"Trap Queen","Fetty Wap",844118,https://open.spotify.com/track/3twQx3psUMJKj4wna5d1zU
3,"Nasty Freestyle",T-Wayne,582716,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT
4,"Want To Want Me","Jason Derulo",504940,https://open.spotify.com/track/0HFx7PLqzGxSfN59j3UHmR
5,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",474586,https://open.spotify.com/track/4WGyY671Z37inSpCTBJoIm
6,"Where Are Ü Now (with Justin Bieber)","Jack Ü",467816,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
7,"Lean On (feat. MØ & DJ Snake)","Major Lazer",465043,https://open.spotify.com/track/1qE47wUKG2juJwPoLqg4C9
8,"GDFR (feat. Sage The Gemini & Lookas)","Flo Rida",464052,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
9,"Shut Up and Dance","WALK THE MOON",449810,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
10,Sugar,"Maroon 5",428739,https://open.spotify.com/track/5eWgDlp3k6Tb5RD8690s6I
11,"Bitch Better Have My Money",Rihanna,412889,https://open.spotify.com/track/5lnsCyEKWofnC00U4Ax0ti
12,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",410203,https://open.spotify.com/track/7y2YUIyCuVhBidENVT0068
13,Somebody,"Natalie La Rose",392879,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3
14,"Uptown Funk","Mark Ronson",389775,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
15,"Thinking Out Loud","Ed Sheeran",375344,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
16,"Know Yourself",Drake,341145,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ
17,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",338465,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
18,"Time of Our Lives",Pitbull,337372,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
19,"Worth It","Fifth Harmony",333623,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO
20,"Stole the Show",Kygo,326191,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa
21,"Talking Body","Tove Lo",323754,https://open.spotify.com/track/7cgu4JBW3hq1GwTM1ilkKQ
22,Ayo,"Chris Brown",312158,https://open.spotify.com/track/0k6DnZMLoEUH8NGD5zh2SE
23,"Honey, I'm Good.","Andy Grammer",287189,https://open.spotify.com/track/4orphgwPHHRsdEkfUmANSD
24,"Post To Be (feat. Chris Brown & Jhene Aiko)",Omarion,286854,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
25,"Truffle Butter","Nicki Minaj",286314,https://open.spotify.com/track/3keUgTGEoZJt0QkzTB6kHg
26,FourFiveSeconds,Rihanna,277848,https://open.spotify.com/track/5XzmZjXhMjDHr7ZfJ6DELQ
27,"Take Me To Church",Hozier,272577,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
28,"Throw Sum Mo","Rae Sremmurd",267102,https://open.spotify.com/track/5uqphUYsR45kPYplrYSAQh
